pointid	key	value	Naam	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Ol_8233	highway	unclassified	Oostelijke leemstreek	0.0178921329959528	4	1.53149235248566	1	1	44	eerste set	200047.803558761	165054.688422814
Ol_8234.5	highway	unclassified	Oostelijke leemstreek	0.23443837660101	4	1.51204681396484	1	1	208	reserve set	200680.227169887	163817.786753806
Ol_827.8	highway	tertiary	Oostelijke leemstreek	0.0565254645058346	4	1.51933252811432	1	1	100	eerste set	237039.102525334	169361.27478802
Ol_8293	highway	track	Oostelijke leemstreek	0	3	1.42963600158691	0	1	246	reserve set	216260.636805588	168296.181267637
Ol_8297.10	highway	unclassified	Oostelijke leemstreek	0	3	1.38315081596375	0	1	251	reserve set	217622.527899025	168645.460284721
Ol_8301.3.1	highway	unclassified	Oostelijke leemstreek	0	3	1.3542275428772	0	1	8	eerste set	219561.91606176	168747.31384579
Ol_8311.15	highway	unclassified	Oostelijke leemstreek	0	3	1.50257349014282	0	1	133	eerste set	214707.167772553	164845.779677396
Ol_8317.12	highway	unclassified	Oostelijke leemstreek	0	3	1.49296796321869	1	1	127	reserve set	218212.765141581	162695.891524702
Ol_8318.1	highway	track	Oostelijke leemstreek	0	3	1.38685572147369	0	1	41	eerste set	214968.610172906	161562.633416749
Ol_8337.13	highway	unclassified	Oostelijke leemstreek	0	3	1.40743732452393	0	1	81	eerste set	212107.425946439	157292.81978346
Ol_8360.7	highway	unclassified	Oostelijke leemstreek	0.103721376435508	4	1.56473529338837	1	1	30	eerste set	198442.975686184	157864.724039111
Ol_8364.5	highway	tertiary	Oostelijke leemstreek	0.444962766531481	4	1.56185054779053	1	1	169	reserve set	198599.417463	159414.84834572
Ol_8395.3	highway	track	Oostelijke leemstreek	0	3	1.43942964076996	0	1	109	eerste set	231170.578663945	171980.137633415
Ol_8423.5	highway	unclassified	Oostelijke leemstreek	0	3	1.4785567522049	1	1	118	reserve set	235832.239760117	164799.141903412
Ol_8445.5	highway	unclassified	Oostelijke leemstreek	0.00496387913398007	3	1.48734986782074	0	1	228	reserve set	231290.062743332	166252.863283087
Ol_8460.2	highway	unclassified	Oostelijke leemstreek	0	3	1.49785733222961	0	1	235	reserve set	231120.517022174	169312.540697896
Ol_8473.10	highway	unclassified	Oostelijke leemstreek	0	3	1.49835002422333	1	1	54	eerste set	234259.056510993	169277.951638025
Ol_8510.2	highway	track	Oostelijke leemstreek	0.106484811505016	3	1.38610470294952	1	1	86	reserve set	201739.407285485	155798.602111061
Ol_8593.12	highway	unclassified	Oostelijke leemstreek	0	4	1.5506694316864	0	1	5	eerste set	231747.794148446	171374.671485165
Ol_8682.1	highway	unclassified	Oostelijke leemstreek	0	3	1.35525596141815	0	1	128	eerste set	230763.800789727	170631.271523328
Ol_8721.7	highway	unclassified	Oostelijke leemstreek	0	3	1.45580577850342	0	1	31	eerste set	232792.431415924	172206.631100319
Ol_8734.2	highway	unclassified	Oostelijke leemstreek	0.00738296778308589	3	1.4531022310257	0	1	237	reserve set	234953.538062099	170892.548859728
Ol_8741.5	highway	unclassified	Oostelijke leemstreek	0.0374181481598922	3	1.48391830921173	1	1	14	eerste set	236856.558610327	171487.086803367
Ol_8795.7	highway	track	Oostelijke leemstreek	0	3	1.50926470756531	0	1	170	reserve set	223125.525566205	168350.726141475
Ol_8798.2	highway	track	Oostelijke leemstreek	0	3	1.49127042293549	0	1	23	eerste set	223396.482666086	168501.109428357
Ol_8799.1	highway	track	Oostelijke leemstreek	0	3	1.44115388393402	0	1	122	eerste set	222598.548764381	169117.057338262
Ol_8824.2	highway	unclassified	Oostelijke leemstreek	0.0394781453785066	3	1.39312636852264	0	1	250	reserve set	222247.867231689	167271.95555786
Ol_8829.1	highway	unclassified	Oostelijke leemstreek	0	3	1.35087752342224	0	1	295	reserve set	223333.02107921	166364.986946032
Ol_8888.15	highway	track	Oostelijke leemstreek	0	3	1.4112845659256	0	1	229	reserve set	222236.404137051	169920.422756224
Ol_8952.2	highway	tertiary	Oostelijke leemstreek	0	3	1.39624726772308	0	1	34	eerste set	218699.513249285	163712.601309747
Ol_8995.5	highway	unclassified	Oostelijke leemstreek	0.000195917280043317	3	1.50321829319	1	1	110	reserve set	204660.209595401	156284.56839111
Ol_9000.5	highway	unclassified	Oostelijke leemstreek	0.205115743661763	4	1.53462064266205	1	1	118	reserve set	206722.622119048	158527.793494234
Ol_9050.2	highway	unclassified	Oostelijke leemstreek	0	3	1.39271557331085	0	1	166	reserve set	209338.673562973	161248.527578577
Ol_9053.1	highway	unclassified	Oostelijke leemstreek	0	3	1.41430032253265	0	1	227	reserve set	210039.455795002	160858.163348332
Ol_9077.8	highway	unclassified	Oostelijke leemstreek	0	4	1.55231595039368	1	1	59	eerste set	210402.16138532	161727.41863485
Ol_9079.2	highway	track	Oostelijke leemstreek	0.0830830128820526	4	1.53512561321259	1	1	86	eerste set	209865.835673619	163126.242487315
Ol_9132.8	highway	tertiary	Oostelijke leemstreek	0	3	1.42937958240509	0	1	112	eerste set	218111.748006763	167576.90470507
Ol_9185	highway	unclassified	Oostelijke leemstreek	0	3	1.41504943370819	0	1	56	eerste set	216867.564795047	166043.801494985
Ol_9345.1.3	highway	unclassified	Oostelijke leemstreek	0	3	1.40365946292877	0	1	50	eerste set	233477.646365988	171091.35957245
Ol_937.14	highway	unclassified	Oostelijke leemstreek	0.0291108671834497	4	1.5640674829483	1	1	119	reserve set	195613.980415224	161505.433590084
Ol_9473.2	highway	unclassified	Oostelijke leemstreek	0	3	1.4551203250885	0	1	118	eerste set	202842.931095604	165927.342038816
Ol_9474.7	highway	unclassified	Oostelijke leemstreek	0	3	1.47689783573151	0	1	139	eerste set	203305.349960399	166159.530106866
Ol_9501.1	highway	track	Oostelijke leemstreek	0.0253752977016646	3	1.46920788288116	1	1	58	eerste set	204844.989614281	164954.012541881
Ol_9532.15	highway	unclassified	Oostelijke leemstreek	0.0289861370625008	4	1.54475927352905	1	1	14	eerste set	205683.138219579	156237.107481151
Ol_9534	highway	unclassified	Oostelijke leemstreek	0.190961905693713	3	1.38260972499847	0	1	217	reserve set	205032.589781983	155587.944002574
Ol_9536.1	highway	unclassified	Oostelijke leemstreek	0.132970672864851	4	1.56444716453552	1	1	71	eerste set	204148.046809926	155552.449363887
Ol_9539.7	highway	track	Oostelijke leemstreek	0	4	1.5154060125351	0	1	34	reserve set	198933.18911044	165105.973653791
Ol_9615.10	highway	unclassified	Oostelijke leemstreek	0	4	1.5194137096405	0	1	17	eerste set	205629.234575381	162277.627082735
Ol_9617.9	highway	unclassified	Oostelijke leemstreek	0.125099561116163	3	1.47001004219055	1	1	77	reserve set	204905.372836148	158889.4016949
Ol_9621.5	highway	unclassified	Oostelijke leemstreek	0.00332882196871849	3	1.48956918716431	1	1	19	eerste set	202679.716422196	162401.096079827
Ol_9631.2	highway	unclassified	Oostelijke leemstreek	0	3	1.46587789058685	1	1	8	eerste set	204642.442309405	159604.52054425
Ol_9635.4	highway	track	Oostelijke leemstreek	0.0132488668187941	3	1.44871282577515	0	1	169	reserve set	205039.979524044	165487.153599625
Ol_9663.13	highway	track	Oostelijke leemstreek	0	4	1.5362434387207	1	1	45	eerste set	209613.882436152	162379.79945662
Ol_9676.2	highway	unclassified	Oostelijke leemstreek	0	3	1.42045950889587	0	1	172	reserve set	210859.854327776	166007.456202312
Ol_9689.8	highway	unclassified	Oostelijke leemstreek	0	3	1.48584794998169	0	1	11	eerste set	211805.184693143	163154.482418582
Ol_9702.6	highway	unclassified	Oostelijke leemstreek	0	4	1.54950177669525	0	1	1	eerste set	212126.653850074	163772.817597197
Ol_9793	highway	track	Oostelijke leemstreek	0	3	1.50279796123505	0	1	69	eerste set	204003.825209646	167664.504656352
Ol_9797.2	highway	track	Oostelijke leemstreek	0.00617985004771363	4	1.52116906642914	0	1	4	eerste set	206063.187105398	166064.090833329
Ol_9833.1	highway	unclassified	Oostelijke leemstreek	2.36046375142537e-05	3	1.46610999107361	0	1	60	eerste set	207773.367158323	158266.916608031
Ol_9862.14	highway	unclassified	Oostelijke leemstreek	0.150212440060094	4	1.55824983119965	1	1	131	reserve set	205868.048826728	160385.90145791
Ol_9942.2	highway	track	Oostelijke leemstreek	0	3	1.43732905387878	1	1	67	eerste set	208669.45042992	161585.004233911
Ol_9963.2	highway	unclassified	Oostelijke leemstreek	0.00314177453616428	3	1.50812208652496	1	1	114	reserve set	215185.14330295	164872.816853537
Ol_9976.1	highway	tertiary	Oostelijke leemstreek	0	4	1.52073121070862	1	1	16	eerste set	200652.180268934	162541.407324799
Ol_9986.6	highway	unclassified	Oostelijke leemstreek	0.116095360926665	4	1.51241362094879	0	1	7	eerste set	194627.692277974	166548.749423915
Ol_9987	highway	track	Oostelijke leemstreek	0.00434748284945197	3	1.35954678058624	0	1	25	eerste set	186059.001943304	162949.985837762
